Bulan,Trimester,Kategori_Risiko,Hari_Ke,No_Tugas,Tugas_Harian,Kategori_Aktivitas
8,Trimester 3,Risiko Rendah,4,5,Siapkan stok makanan beku sehat (frozen food) bergizi untuk kebutuhan nutrisi pasca salin.,Persiapan Praktis
8,Trimester 3,Risiko Rendah,5,1,Capai target hidrasi 3 liter air mineral untuk mencegah kontraksi palsu akibat dehidrasi.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Rendah,5,2,Minum vitamin C harian untuk menjaga kekuatan pembuluh darah dan jaringan ketuban.,Vitamin & Obat
8,Trimester 3,Risiko Rendah,5,3,Lakukan gerakan squat modifikasi berpegangan pada kursi kokoh 10 kali perlahan.,Aktivitas & Istirahat
8,Trimester 3,Risiko Rendah,5,4,Gunakan celana dalam katun khusus bersalin yang memiliki daya serap optimal.,Higienitas & Self-Care
8,Trimester 3,Risiko Rendah,5,5,Lakukan gladi bersih perjalanan ke rumah sakit pada jam sibuk untuk mengukur estimasi waktu tempuh.,Persiapan Praktis
8,Trimester 3,Risiko Rendah,6,1,Makan malam sup iga sayuran bening porsi sedang dan perkedel tempe kukus.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Rendah,6,2,Konsumsi tablet kalsium malam hari sesudah makan malam.,Vitamin & Obat
8,Trimester 3,Risiko Rendah,6,3,Jalan santai sore 20 menit di jalur datar yang aman.,Aktivitas & Istirahat
8,Trimester 3,Risiko Rendah,6,4,Gunakan kompres dingin pada area pergelangan kaki jika terasa bengkak di sore hari.,Higienitas & Self-Care
8,Trimester 3,Risiko Rendah,6,5,Diskusikan pembagian peran pengasuhan bayi baru lahir pada minggu-minggu pertama kelahiran.,Persiapan Praktis
8,Trimester 3,Risiko Rendah,7,1,Minum segelas air perasan jeruk manis hangat sebelum tidur malam.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Rendah,7,2,Periksa ketersediaan seluruh vitamin kehamilan untuk persiapan masuk bulan ke-9.,Vitamin & Obat
8,Trimester 3,Risiko Rendah,7,3,Tidur malam dengan posisi miring kiri didukung bantal hamil lengkap di seluruh sisi.,Aktivitas & Istirahat
8,Trimester 3,Risiko Rendah,7,4,Minta pasangan melakukan pijat punggung lembut (endorphin massage) sebelum tidur.,Higienitas & Self-Care
8,Trimester 3,Risiko Rendah,7,5,"Periksa kembali kelengkapan dokumen pendaftaran akta kelahiran anak (KTP, KK, buku nikah).",Persiapan Praktis
8,Trimester 3,Risiko Sedang,1,1,Konsumsi 3 butir kurma matang lunak dan segelas air putih hangat saat sarapan.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Sedang,1,2,Minum obat terapi medis rutin anjuran dokter tepat waktu di pagi hari.,Vitamin & Obat
8,Trimester 3,Risiko Sedang,1,3,Jalan santai pagi perlahan 15 menit di jalan datar beraspal mulus bersama pendamping.,Aktivitas & Istirahat
8,Trimester 3,Risiko Sedang,1,4,Oleskan minyak zaitun murni pada kulit perut dan paha untuk meredakan rasa kencang.,Higienitas & Self-Care
8,Trimester 3,Risiko Sedang,1,5,Minta pasangan mengecek kembali kelengkapan tas siaga persalinan di samping pintu kamar.,Persiapan Praktis
8,Trimester 3,Risiko Sedang,2,1,Sarapan bubur oatmeal pisang madu hangat yang ramah lambung dan kaya energi.,Nutrisi & Hydrasi
8,Trimester 3,Risiko Sedang,2,2,Konsumsi suplemen kalsium dan vitamin D3 sesudah sarapan pagi.,Vitamin & Obat
8,Trimester 3,Risiko Sedang,2,3,Latihan duduk bersila dengan telapak kaki bertemu (tailor sitting) di atas matras empuk 10 menit.,Aktivitas & Istirahat
8,Trimester 3,Risiko Sedang,2,4,Kenakan pakaian hamil berkancing depan yang longgar dan mudah dibuka untuk menyusui kelak.,Higienitas & Self-Care
8,Trimester 3,Risiko Sedang,2,5,Instruksikan keluarga untuk merebus/mensterilkan perlengkapan pompa ASI dan wadah susu.,Persiapan Praktis
8,Trimester 3,Risiko Sedang,3,1,"Makan siang nasi putih pulen, pepes ayam kemangi matang, dan semangkuk sayur lodeh bening labu.",Nutrisi & Hidrasi
8,Trimester 3,Risiko Sedang,3,2,Minum suplemen DHA prenatal sesudah makan siang dengan air putih.,Vitamin & Obat
8,Trimester 3,Risiko Sedang,3,3,"Istirahat tidur siang terjadwal 1,5 jam di tempat tidur posisi miring kiri.",Aktivitas & Istirahat
8,Trimester 3,Risiko Sedang,3,4,Mandi air suam-suam kuku dengan duduk di kursi kamar mandi didampingi di dekat pintu.,Higienitas & Self-Care
8,Trimester 3,Risiko Sedang,3,5,Pastikan tempat tidur bayi di samping tempat tidur ibu sudah siap pakai dan aman.,Persiapan Praktis
8,Trimester 3,Risiko Sedang,4,1,Ngemil buah pepaya dingin potong dan biskuit gandum kaya serat di sore hari.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Sedang,4,2,Konsumsi tablet zat besi (Fe) dosis malam bersama segelas air jeruk segar.,Vitamin & Obat
8,Trimester 3,Risiko Sedang,4,3,Gunakan korset penyangga perut saat berdiri atau berjalan santai untuk kurangi beban panggul.,Aktivitas & Istirahat
8,Trimester 3,Risiko Sedang,4,4,Pastikan seluruh lipatan kulit dikeringkan sempurna sebelum mengenakan pakaian bersih.,Higienitas & Self-Care
8,Trimester 3,Risiko Sedang,4,5,Pesan stok makanan bergizi siap santap untuk persediaan keluarga pasca melahirkan.,Persiapan Praktis
8,Trimester 3,Risiko Sedang,5,1,"Jaga asupan cairan 2,5 liter air mineral teratur tanpa minum banyak sekaligus.",Nutrisi & Hidrasi
8,Trimester 3,Risiko Sedang,5,2,Minum suplemen pencegah kram otot (magnesium) setelah makan malam.,Vitamin & Obat
8,Trimester 3,Risiko Sedang,5,3,Latihan napas relaksasi 15 menit sambil duduk bersandar di sofa empuk.,Aktivitas & Istirahat
8,Trimester 3,Risiko Sedang,5,4,Ganti pakaian dalam berbahan katun berdaya serap tinggi setiap 3 jam secara rutin.,Higienitas & Self-Care
8,Trimester 3,Risiko Sedang,5,5,Simpan nomor taksi/layanan darurat 24 jam sebagai alternatif transportasi menuju RS.,Persiapan Praktis
8,Trimester 3,Risiko Sedang,6,1,Makan malam sup oyong misoa bakso sapi rebus porsi kecil yang hangat dan ringan.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Sedang,6,2,Jaga keteraturan minum seluruh suplemen sesuai jadwal alarm harian.,Vitamin & Obat
8,Trimester 3,Risiko Sedang,6,3,Rebahkan kaki di atas bantal guling tinggi selama 30 menit untuk atasi edema kaki di sore hari.,Aktivitas & Istirahat
8,Trimester 3,Risiko Sedang,6,4,Rendam kaki di air hangat suam-suam kuku campur garam epsom selama 10 menit di kursi santai.,Higienitas & Self-Care
8,Trimester 3,Risiko Sedang,6,5,Diskusikan jadwal pendampingan pasca melahirkan bersama orang tua atau kerabat dekat.,Persiapan Praktis
8,Trimester 3,Risiko Sedang,7,1,"Minum susu kehamilan trimester akhir hangat 1 cangkir 1,5 jam sebelum tidur.",Nutrisi & Hidrasi
8,Trimester 3,Risiko Sedang,7,2,Siapkan obat-obatan rutin dan vitamin ke dalam tas siaga persalinan (hospital bag).,Vitamin & Obat
8,Trimester 3,Risiko Sedang,7,3,Tidur malam dengan susunan bantal ergonomis penopang panggul dan perut.,Aktivitas & Istirahat
8,Trimester 3,Risiko Sedang,7,4,Minta pasangan memijat lembut area leher dan pundak untuk meredakan ketegangan otot.,Higienitas & Self-Care
8,Trimester 3,Risiko Sedang,7,5,Pastikan map dokumen administrasi kelahiran sudah lengkap dan ditaruh di dalam tas RS.,Persiapan Praktis
8,Trimester 3,Risiko Tinggi,1,1,Santap 3 butir sari kurma/kurma lumat halus dengan segelas susu kedelai hangat di ranjang.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Tinggi,1,2,Minum obat pemeliharaan kehamilan risiko tinggi dosis pagi tepat waktu di tempat tidur.,Vitamin & Obat
8,Trimester 3,Risiko Tinggi,1,3,Tirah baring ketat di ranjang posisi lateral kiri untuk mencegah kontraksi prematur.,Aktivitas & Istirahat
8,Trimester 3,Risiko Tinggi,1,4,Seka badan di atas kasur dengan air hangat campuran aromaterapi lavender yang lembut.,Higienitas & Self-Care
8,Trimester 3,Risiko Tinggi,1,5,Pastikan koper persalinan medis darurat sudah diletakkan di dalam bagasi mobil keluarga.,Persiapan Praktis
8,Trimester 3,Risiko Tinggi,2,1,Sarapan bubur tim gandum halus isi telur rebus matang di tempat tidur.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Tinggi,2,2,Konsumsi suplemen kalsium dan vitamin D3 di ranjang setelah makan pagi.,Vitamin & Obat
8,Trimester 3,Risiko Tinggi,2,3,Latihan pernapasan relaksasi otot wajah dan bahu di tempat tidur selama 15 menit.,Aktivitas & Istirahat
8,Trimester 3,Risiko Tinggi,2,4,Oleskan lotion pelembap pada seluruh kulit tubuh di ranjang dibantu pendamping.,Higienitas & Self-Care
8,Trimester 3,Risiko Tinggi,2,5,Minta pendamping mensterilkan seluruh peralatan bayi dan menyimpannya di lemari steril.,Persiapan Praktis
8,Trimester 3,Risiko Tinggi,3,1,Makan siang nasi tim daging cincang lembut berkuah kaldu gurih hangat di kasur.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Tinggi,3,2,Minum obat pencegah kontraksi prematur dosis siang tepat waktu di tempat tidur.,Vitamin & Obat
8,Trimester 3,Risiko Tinggi,3,3,Lakukan fleksi dan ekstensi pergelangan kaki lembut di kasur untuk cegah trombosis.,Aktivitas & Istirahat
8,Trimester 3,Risiko Tinggi,3,4,Ganti piyama katun persalinan yang bersih dan steril di atas tempat tidur.,Higienitas & Self-Care
8,Trimester 3,Risiko Tinggi,3,5,Pastikan boks bayi di kamar tidur siap digunakan dengan kelambu dan alas perlak higienis.,Persiapan Praktis
8,Trimester 3,Risiko Tinggi,4,1,Konsumsi puree buah pisang ambon dan alpukat lembut kaya kalium di ranjang.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Tinggi,4,2,Konsumsi suplemen DHA dan multivitamin lengkap setelah makan siang di ranjang.,Vitamin & Obat
8,Trimester 3,Risiko Tinggi,4,3,Tetap beristirahat penuh di kasur dan delegasikan segala kebutuhan fisik ke keluarga.,Aktivitas & Istirahat
8,Trimester 3,Risiko Tinggi,4,4,Lakukan kebersihan organ kewanitaan di kasur dengan air hangat mengalir dari wadah steril.,Higienitas & Self-Care
8,Trimester 3,Risiko Tinggi,4,5,Siapkan kontak katering sehat atau asisten rumah tangga untuk kebutuhan logistik keluarga.,Persiapan Praktis
8,Trimester 3,Risiko Tinggi,5,1,"Minum air mineral bertahap 2,2 liter via sedotan dengan bantuan pendamping.",Nutrisi & Hidrasi
8,Trimester 3,Risiko Tinggi,5,2,Minum tablet tambah darah (Fe) dosis medis sore hari bersama air jeruk di kasur.,Vitamin & Obat
8,Trimester 3,Risiko Tinggi,5,3,Ubah posisi miring kiri ke miring kanan secara sangat perlahan setiap 2-3 jam.,Aktivitas & Istirahat
8,Trimester 3,Risiko Tinggi,5,4,Ganti alas perlak tempat tidur dan pastikan linen ranjang selalu bersih dan higienis.,Higienitas & Self-Care
8,Trimester 3,Risiko Tinggi,5,5,Pastikan mobil keluarga selalu diparkir menghadap arah keluar dengan bahan bakar penuh.,Persiapan Praktis
8,Trimester 3,Risiko Tinggi,6,1,Makan malam sup krim jagung ayam cincang lunak hangat dalam posisi setengah duduk.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Tinggi,6,2,Konsumsi obat pencegah kontraksi prematur dosis malam tepat jam di tempat tidur.,Vitamin & Obat
8,Trimester 3,Risiko Tinggi,6,3,Dengarkan lantunan doa/musik relaksasi di tempat tidur untuk ketenangan batin.,Aktivitas & Istirahat
8,Trimester 3,Risiko Tinggi,6,4,Minta pasangan melakukan pijat sentuhan ringan (light touch massage) di lengan dan dahi di kasur.,Higienitas & Self-Care
8,Trimester 3,Risiko Tinggi,6,5,Konfirmasi jadwal rawat inap terencana (elective admission) kepada dokter kandungan.,Persiapan Praktis
8,Trimester 3,Risiko Tinggi,7,1,Minum segelas susu nutrisi persalinan hangat perlahan di tempat tidur.,Nutrisi & Hidrasi
8,Trimester 3,Risiko Tinggi,7,2,Pastikan seluruh blister obat dan resep dokter tersimpan rapi dalam tas darurat medis.,Vitamin & Obat
8,Trimester 3,Risiko Tinggi,7,3,Tidur malam optimal di kasur dengan pemantauan kenyamanan istirahat oleh pasangan.,Aktivitas & Istirahat
8,Trimester 3,Risiko Tinggi,7,4,Gunakan semprotan pelembap wajah air mawar alami di tempat tidur untuk relaksasi.,Higienitas & Self-Care
8,Trimester 3,Risiko Tinggi,7,5,Pastikan berkas jaminan asuransi rumah sakit sudah siap verifikasi di admisi rawat inap.,Persiapan Praktis
9,Trimester 3,Risiko Rendah,1,1,Konsumsi 5-7 butir kurma matang dan segelas air hangat di pagi hari untuk cadangan energi persalinan.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Rendah,1,2,Minum tablet tambah darah (Fe) pagi hari untuk memastikan kadar hemoglobin optimal saat bersalin.,Vitamin & Obat
9,Trimester 3,Risiko Rendah,1,3,Jalan pagi energik 30-45 menit atau jalan santai naik tangga perlahan untuk merangsang penurunan panggul.,Aktivitas & Istirahat
9,Trimester 3,Risiko Rendah,1,4,Lanjutkan pemijatan perineum harian dengan minyak zaitun/almond untuk meningkatkan elastisitas jalan lahir.,Higienitas & Self-Care
9,Trimester 3,Risiko Rendah,1,5,Pastikan koper persalinan sudah berada di mobil atau di samping pintu keluar rumah.,Persiapan Praktis
9,Trimester 3,Risiko Rendah,2,1,Sarapan makanan tinggi karbohidrat kompleks (nasi uduk beras merah lauk telur dan tempe orek).,Nutrisi & Hidrasi
9,Trimester 3,Risiko Rendah,2,2,Konsumsi suplemen kalsium setelah sarapan untuk kebutuhan kontraksi otot rahim dan ASI.,Vitamin & Obat
9,Trimester 3,Risiko Rendah,2,3,Latihan birth ball aktif (gerakan memutar panggul dan squat bersandar) selama 25 menit.,Aktivitas & Istirahat
9,Trimester 3,Risiko Rendah,2,4,Mandi air hangat suam-suam kuku untuk merilekskan seluruh otot panggul dan meredakan kontraksi palsu.,Higienitas & Self-Care
9,Trimester 3,Risiko Rendah,2,5,Simpan nomor telepon ruang persalinan (VK) RS dan dokter spesialis kandungan di speed dial.,Persiapan Praktis
9,Trimester 3,Risiko Rendah,3,1,Makan siang sup ayam kampung komplit hangat dengan kentang dan wortel penambah stamina.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Rendah,3,2,Minum suplemen multivitamin prenatal akhir dengan segelas air mineral setelah makan siang.,Vitamin & Obat
9,Trimester 3,Risiko Rendah,3,3,"Istirahat tidur siang berkualitas 1-1,5 jam posisi miring kiri untuk menimbun energi persalinan.",Aktivitas & Istirahat
9,Trimester 3,Risiko Rendah,3,4,Bersihkan area puting dan payudara dengan air hangat secara lembut untuk persiapan inisiasi menyusu dini.,Higienitas & Self-Care
9,Trimester 3,Risiko Rendah,3,5,Pasang alas perlak anti-air di atas kasur tidur ibu untuk mengantisipasi ketuban pecah dini.,Persiapan Praktis
9,Trimester 3,Risiko Rendah,4,1,Ngemil buah pisang cavendish dan segenggam kacang mede panggang sebagai booster energi.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Rendah,4,2,Konsumsi vitamin C harian untuk menjaga stamina dan elastisitas jaringan perineum.,Vitamin & Obat
9,Trimester 3,Risiko Rendah,4,3,Latihan teknik napas mengejan efektif dan napas rileks persalinan 15 menit bersama pasangan.,Aktivitas & Istirahat
9,Trimester 3,Risiko Rendah,4,4,Potong kuku tangan pendek dan bersih untuk persiapan memegang bayi baru lahir.,Higienitas & Self-Care
9,Trimester 3,Risiko Rendah,4,5,Siapkan pakaian longgar berkancing untuk dipakai saat berangkat ke rumah sakit saat kontraksi aktif.,Persiapan Praktis
9,Trimester 3,Risiko Rendah,5,1,Pertahankan hidrasi optimal 3 liter air mineral agar stamina tubuh prima menjelang persalinan.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Rendah,5,2,Minum suplemen minyak ikan / DHA prenatal harian secara tertib.,Vitamin & Obat
9,Trimester 3,Risiko Rendah,5,3,Lakukan posisi knee-chest (bersujud menungging) lembut selama 10 menit jika posisi janin belum optimal.,Aktivitas & Istirahat
9,Trimester 3,Risiko Rendah,5,4,Kenakan pakaian dalam katun longgar dan siapkan pembalut nifas (maternity pads) di dalam tas.,Higienitas & Self-Care
9,Trimester 3,Risiko Rendah,5,5,Pastikan baterai ponsel dan power bank terisi penuh setiap malam sebelum tidur.,Persiapan Praktis
9,Trimester 3,Risiko Rendah,6,1,Makan malam nasi pulen dengan fillet ikan gurame saus tomat manis dan sayur bening bayam.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Rendah,6,2,Konsumsi tablet kalsium malam sesudah makan malam untuk mencegah kram persalinan.,Vitamin & Obat
9,Trimester 3,Risiko Rendah,6,3,Jalan santai sore 25 menit menikmati udara segar untuk merangsang hormon oksitosin alami.,Aktivitas & Istirahat
9,Trimester 3,Risiko Rendah,6,4,Oleskan lotion pelembap alami pada seluruh tubuh sehabis mandi untuk kenyamanan kulit.,Higienitas & Self-Care
9,Trimester 3,Risiko Rendah,6,5,Lakukan relaksasi dan afirmasi positif persalinan bersama pasangan dalam suasana tenang.,Persiapan Praktis
9,Trimester 3,Risiko Rendah,7,1,Minum segelas susu hangat dan madu alami 1 sendok teh sebelum tidur malam.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Rendah,7,2,Masukkan seluruh sisa vitamin ke dalam kantong khusus di dalam koper persalinan.,Vitamin & Obat
9,Trimester 3,Risiko Rendah,7,3,Tidur malam optimal dengan posisi miring kiri ditopang bantal empuk agar tubuh bugar saat persalinan.,Aktivitas & Istirahat
9,Trimester 3,Risiko Rendah,7,4,Lakukan pijat oksitosin lembut pada punggung bersama pasangan untuk merangsang relaksasi jelang persalinan.,Higienitas & Self-Care
9,Trimester 3,Risiko Rendah,7,5,"Pastikan seluruh dokumen identitas, buku KIA, dan kartu asuransi siap dibawa dalam satu genggaman.",Persiapan Praktis
9,Trimester 3,Risiko Sedang,1,1,Makan 3-5 butir kurma lunak dan segelas susu hamil hangat saat bangun pagi.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Sedang,1,2,Minum obat pengontrol kondisi klinis anjuran dokter kandungan tepat waktu di pagi hari.,Vitamin & Obat
9,Trimester 3,Risiko Sedang,1,3,Jalan santai pagi 15-20 menit di dalam rumah atau pekarangan dengan didampingi pasangan.,Aktivitas & Istirahat
9,Trimester 3,Risiko Sedang,1,4,Oleskan minyak kelapa murni pada area perut dan punggung bawah untuk meredakan rasa pegal persalinan.,Higienitas & Self-Care
9,Trimester 3,Risiko Sedang,1,5,Pastikan tas siaga persalinan sudah siap di ruang depan dan siap angkut ke mobil.,Persiapan Praktis
9,Trimester 3,Risiko Sedang,2,1,Sarapan roti panggang isi telur orak-arik matang dan segelas jus jeruk manis murni.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Sedang,2,2,Konsumsi suplemen kalsium dan multivitamin kehamilan sesudah sarapan pagi.,Vitamin & Obat
9,Trimester 3,Risiko Sedang,2,3,Duduk di atas birth ball empuk sambil melakukan ayunan panggul lembut 15 menit.,Aktivitas & Istirahat
9,Trimester 3,Risiko Sedang,2,4,Kenakan pakaian longgar berkancing depan berbahan katun adem yang siap dipakai ke klinik bersalin.,Higienitas & Self-Care
9,Trimester 3,Risiko Sedang,2,5,Simpan nomor IGD kebidanan dan nomor bidan jaga di kontak darurat ponsel pasangan.,Persiapan Praktis
9,Trimester 3,Risiko Sedang,3,1,Makan siang nasi putih dengan semur daging empuk porsi sedang dan tumis labu siam wortel.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Sedang,3,2,Minum suplemen prenatal lanjutan sesudah makan siang dengan air putih.,Vitamin & Obat
9,Trimester 3,Risiko Sedang,3,3,"Istirahat tidur siang terjadwal 1,5 jam di ranjang posisi miring kiri dengan kaki diganjal bantal.",Aktivitas & Istirahat
9,Trimester 3,Risiko Sedang,3,4,Mandi air hangat dengan pengawasan pasangan di dekat kamar mandi untuk mencegah terpeleset.,Higienitas & Self-Care
9,Trimester 3,Risiko Sedang,3,5,Lapisi tempat tidur ibu dengan perlak medis untuk kenyamanan istirahat di minggu akhir.,Persiapan Praktis
9,Trimester 3,Risiko Sedang,4,1,Ngemil puding buah naga buatan sendiri dan biskuit energi di sore hari.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Sedang,4,2,Konsumsi tablet tambah darah (Fe) malam hari sebelum tidur bersama air jeruk.,Vitamin & Obat
9,Trimester 3,Risiko Sedang,4,3,Batasi berdiri terlalu lama dan hindari aktivitas rumah tangga yang menguras tenaga.,Aktivitas & Istirahat
9,Trimester 3,Risiko Sedang,4,4,Pastikan kebersihan diri terjaga sempurna dengan mencuci tangan dan area genital secara teratur.,Higienitas & Self-Care
9,Trimester 3,Risiko Sedang,4,5,"Siapkan baju ganti yang nyaman, sandal rumah sakit, dan jaket hangat di saku teratas tas RS.",Persiapan Praktis
9,Trimester 3,Risiko Sedang,5,1,"Bagi konsumsi air mineral 2,5 liter dalam takaran gelas teratur sepanjang hari.",Nutrisi & Hidrasi
9,Trimester 3,Risiko Sedang,5,2,Pastikan semua obat resep dokter diminum tanpa terlewat menjelang hari H.,Vitamin & Obat
9,Trimester 3,Risiko Sedang,5,3,Latihan pernapasan tiup tenang untuk menghadapi gelombang kontraksi di kursi santai.,Aktivitas & Istirahat
9,Trimester 3,Risiko Sedang,5,4,Ganti pakaian dalam secara berkala dan gunakan pembalut bersalin higienis jika keputihan meningkat.,Higienitas & Self-Care
9,Trimester 3,Risiko Sedang,5,5,Pastikan ponsel pendamping selalu aktif dan dalam mode dering keras 24 jam.,Persiapan Praktis
9,Trimester 3,Risiko Sedang,6,1,Makan malam sup makaroni ayam bening hangat yang mudah dicerna dan tidak memicu begah.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Sedang,6,2,Cek tanggal kadaluarsa seluruh obat dan suplemen yang dibawa ke rumah sakit bersalin.,Vitamin & Obat
9,Trimester 3,Risiko Sedang,6,3,Elevasi tungkai di sofa selama 30 menit pada sore hari untuk meredakan ketegangan betis.,Aktivitas & Istirahat
9,Trimester 3,Risiko Sedang,6,4,Kompres hangat area pinggang bawah dengan handuk basah selama 15 menit di sofa.,Higienitas & Self-Care
9,Trimester 3,Risiko Sedang,6,5,Lakukan doa bersama pasangan untuk ketenangan dan kelancaran proses persalinan.,Persiapan Praktis
9,Trimester 3,Risiko Sedang,7,1,Minum secangkir susu kalsium prenatal hangat 1 jam sebelum beristirahat malam.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Sedang,7,2,Simpan obat-obatan rutin pribadi di saku terluar tas persalinan yang mudah dijangkau.,Vitamin & Obat
9,Trimester 3,Risiko Sedang,7,3,Tidur malam dengan susunan bantal maternity lengkap agar siap menghadapi tanda persalinan.,Aktivitas & Istirahat
9,Trimester 3,Risiko Sedang,7,4,Minta pasangan melakukan pijatan lembut di area pelipis dan bahu untuk menenangkan pikiran.,Higienitas & Self-Care
9,Trimester 3,Risiko Sedang,7,5,"Periksa ulang keaslian dokumen KTP, KK, dan surat rujukan medis di dalam tas persalinan.",Persiapan Praktis
9,Trimester 3,Risiko Tinggi,1,1,Santap 3 butir kurma lumat campur madu murni dan segelas susu hangat di tempat tidur.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Tinggi,1,2,Minum obat pengontrol risiko medis kehamilan dosis pagi tepat waktu di kasur.,Vitamin & Obat
9,Trimester 3,Risiko Tinggi,1,3,Pertahankan tirah baring optimal di tempat tidur posisi miring kiri untuk suplai oksigen maksimal ke janin.,Aktivitas & Istirahat
9,Trimester 3,Risiko Tinggi,1,4,Seka seluruh badan di ranjang dengan air hangat bersabun antiseptik lembut oleh perawat/pendamping.,Higienitas & Self-Care
9,Trimester 3,Risiko Tinggi,1,5,"Pastikan seluruh perlengkapan medis, koper RS, dan berkas rujukan siap angkut 24 jam.",Persiapan Praktis
9,Trimester 3,Risiko Tinggi,2,1,Sarapan bubur tim beras putih kaldu ayam kampung kental kaya nutrisi di ranjang.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Tinggi,2,2,Konsumsi suplemen multivitamin dan kalsium dosis anjuran dokter di tempat tidur.,Vitamin & Obat
9,Trimester 3,Risiko Tinggi,2,3,Latihan teknik pernapasan lambat menenangkan untuk persiapan operasi/tindakan persalinan di ranjang.,Aktivitas & Istirahat
9,Trimester 3,Risiko Tinggi,2,4,Kenakan gaun/piyama bersalin katun berkancing depan yang siap untuk tindakan medis di rumah sakit.,Higienitas & Self-Care
9,Trimester 3,Risiko Tinggi,2,5,Konfirmasi ulang kesiapan tim dokter spesialis kandungan dan tim bedah di RS rujukan.,Persiapan Praktis
9,Trimester 3,Risiko Tinggi,3,1,Makan siang nasi tim daging cincang lembut dengan sari kuah bayam hangat di kasur.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Tinggi,3,2,Minum obat resep dokter spesialis kandungan dosis siang tepat waktu di ranjang.,Vitamin & Obat
9,Trimester 3,Risiko Tinggi,3,3,Peregangan pasif pergelangan tangan dan kaki lembut dengan bantuan pendamping di ranjang.,Aktivitas & Istirahat
9,Trimester 3,Risiko Tinggi,3,4,Lakukan perawatan higienitas mulut dan pembersihan wajah di atas kasur secara seksama.,Higienitas & Self-Care
9,Trimester 3,Risiko Tinggi,3,5,Lapisi tempat tidur ranjang dengan underpad medis steril untuk proteksi maksimal.,Persiapan Praktis
9,Trimester 3,Risiko Tinggi,4,1,Konsumsi camilan puree buah pir rebus manis dan agar-agar lembut di ranjang.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Tinggi,4,2,Konsumsi tablet tambah darah (Fe) dosis medis di tempat tidur sesudah makan siang.,Vitamin & Obat
9,Trimester 3,Risiko Tinggi,4,3,Istirahat total di kasur untuk menjaga kondisi fisik tetap prima menjelang jadwal tindakan medis.,Aktivitas & Istirahat
9,Trimester 3,Risiko Tinggi,4,4,Bersihkan area genital di kasur dengan cairan antiseptik steril sesuai panduan medis persalinan.,Higienitas & Self-Care
9,Trimester 3,Risiko Tinggi,4,5,Kenakan pakaian yang mudah dilepas untuk persiapan pemeriksaan dan mobilisasi ke RS.,Persiapan Praktis
9,Trimester 3,Risiko Tinggi,5,1,"Penuhi asupan 2,2 liter cairan (air mineral & kuah kaldu) sedikit demi sedikit via sedotan.",Nutrisi & Hidrasi
9,Trimester 3,Risiko Tinggi,5,2,Minum obat penstabil kehamilan dosis sore sesuai jadwal instruksi dokter di ranjang.,Vitamin & Obat
9,Trimester 3,Risiko Tinggi,5,3,Atur posisi sandaran kasur semi-Fowler 30 derajat yang nyaman untuk mengurangi sesak napas.,Aktivitas & Istirahat
9,Trimester 3,Risiko Tinggi,5,4,"Pastikan kuku tangan dan kaki bersih, pendek, dan bebas dari cat kuku (kuteks) untuk pantauan medis.",Higienitas & Self-Care
9,Trimester 3,Risiko Tinggi,5,5,Pastikan pendamping siaga di dekat tempat tidur dan kendaraan siap berangkat kapan pun.,Persiapan Praktis
9,Trimester 3,Risiko Tinggi,6,1,Makan malam sup krim kentang daging ayam giling porsi ringan dalam posisi setengah duduk.,Nutrisi & Hidrasi
9,Trimester 3,Risiko Tinggi,6,2,Konsumsi obat resep dokter dosis malam tepat waktu sebelum tidur di tempat tidur.,Vitamin & Obat
9,Trimester 3,Risiko Tinggi,6,3,Dengarkan audio hypnobirthing persiapan kelahiran di tempat tidur bersama pasangan.,Aktivitas & Istirahat
9,Trimester 3,Risiko Tinggi,6,4,Minta pendamping mengoleskan pelembap bibir dan minyak relaksasi di pergelangan tangan di kasur.,Higienitas & Self-Care
